statement,label,statement_id,source
Cesium is in the Transition metal group.,0,3547,elements
Radium is a highly radioactive element used in some heaters for space probes.,0,3548,elements
Rhenium has the symbol Tm.,0,3549,elements
Gallium has the symbol Cs.,0,3550,elements
Iridium has the atomic number of 56.,0,3551,elements
Strontium is in the Lanthanide group.,0,3552,elements
Bismuth has the atomic number of 55.,0,3553,elements
Magnesium has the atomic number of 26.,0,3554,elements
Tungsten has the symbol Zr.,0,3555,elements
"Copper is a strong, lightweight metal used in aerospace and medical implants.",0,3556,elements
Oxygen is in the Halogen group.,0,3557,elements
Bromine has the atomic number of 64.,0,3558,elements
Iodine appears in its standard state as Gas.,0,3559,elements
Indium is used to strengthen steel and in some high-capacity batteries.,0,3560,elements
Erbium has the atomic number of 41.,0,3561,elements
Actinium has the atomic number of 62.,0,3562,elements
Osmium is in the Post-transition metal group.,0,3563,elements
Protactinium has the symbol Ir.,0,3564,elements
Lanthanum appears in its standard state as Liquid.,0,3565,elements
Osmium has the symbol Rn.,0,3566,elements
Thulium is in the Transition metal group.,0,3567,elements
Astatine has the symbol Mg.,0,3568,elements
Carbon is the most reactive and electronegative element.,0,3569,elements
Calcium is a toxic element used in pesticides and some alloys.,0,3570,elements
Nitrogen is used in thermoelectric devices and solar cells.,0,3571,elements
Palladium has the atomic number of 45.,0,3572,elements
Bismuth is in the Alkali metal group.,0,3573,elements
Nitrogen has the symbol La.,0,3574,elements
Europium appears in its standard state as Gas.,0,3575,elements
Iron has the atomic number of 12.,0,3576,elements
Scandium is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.,0,3577,elements
Samarium appears in its standard state as Gas.,0,3578,elements
Selenium is in the Alkali metal group.,0,3579,elements
Cesium has the symbol Tc.,0,3580,elements
Praseodymium appears in its standard state as Gas.,0,3581,elements
Neon is a radioactive element used as a neutron source and in some cancer treatments.,0,3582,elements
Cadmium appears in its standard state as Gas.,0,3583,elements
Cadmium has the atomic number of 37.,0,3584,elements
Barium is used in touchscreens and some semiconductors.,0,3585,elements
Neptunium is in the Transition metal group.,0,3586,elements
Lithium is in the Noble gas group.,0,3587,elements
Carbon has the atomic number of 71.,0,3588,elements
Neon has the symbol Lu.,0,3589,elements
Xenon appears in its standard state as Solid.,0,3590,elements
Ytterbium has the symbol Mo.,0,3591,elements
Barium has the symbol Sb.,0,3592,elements
Uranium forms more compounds than any other element.,0,3593,elements
Chlorine has the symbol Cr.,0,3594,elements
Fluorine is used in solder and pewter.,0,3595,elements
Silver is in the Post-transition metal group.,0,3596,elements
Vanadium is used in the production of sulfuric acid and rubber vulcanization.,0,3597,elements
Dysprosium has the atomic number of 60.,0,3598,elements
Bromine is an essential component of proteins and DNA.,0,3599,elements
Phosphorus appears in its standard state as Gas.,0,3600,elements
Hafnium has the atomic number of 71.,0,3601,elements
Scandium has the symbol Rn.,0,3602,elements
Rubidium has the atomic number of 86.,0,3603,elements
Hydrogen has the symbol Pt.,0,3604,elements
Radon appears in its standard state as Solid.,0,3605,elements
Promethium is used in flame retardants and as a fumigant.,0,3606,elements
Zirconium is in the Metalloid group.,0,3607,elements
Bismuth appears in its standard state as Gas.,0,3608,elements
Fluorine appears in its standard state as Solid.,0,3609,elements
Fluorine is in the Transition metal group.,0,3610,elements
Zirconium has the atomic number of 6.,0,3611,elements
Chromium has the atomic number of 39.,0,3612,elements
Zinc is in the Nonmetal group.,0,3613,elements
Uranium is in the Transition metal group.,0,3614,elements
Polonium appears in its standard state as Gas.,0,3615,elements
Cerium has the symbol Ne.,0,3616,elements
Iron appears in its standard state as Gas.,0,3617,elements
Arsenic has the atomic number of 53.,0,3618,elements
Mercury has the atomic number of 65.,0,3619,elements
Hafnium has the symbol Nd.,0,3620,elements
Lead appears in its standard state as Gas.,0,3621,elements
Gallium is in the Transition metal group.,0,3622,elements
"Tungsten is a lightweight, corrosion-resistant metal used in many applications.",0,3623,elements
Calcium has the atomic number of 16.,0,3624,elements
Potassium has the symbol Al.,0,3625,elements
Antimony appears in its standard state as Liquid.,0,3626,elements
Sodium is a highly radioactive alkali metal with no practical applications due to its instability.,0,3627,elements
Copper has the atomic number of 50.,0,3628,elements
Carbon is in the Alkaline earth metal group.,0,3629,elements
Aluminum has the symbol Sc.,0,3630,elements
Titanium appears in its standard state as Liquid.,0,3631,elements
Selenium has the symbol Na.,0,3632,elements
Krypton has the atomic number of 86.,0,3633,elements
Thallium is in the Transition metal group.,0,3634,elements
Uranium appears in its standard state as Gas.,0,3635,elements
Erbium is in the Post-transition metal group.,0,3636,elements
Indium has the atomic number of 60.,0,3637,elements
Promethium has the symbol Dy.,0,3638,elements
Sulfur is in the Alkaline earth metal group.,0,3639,elements
Nickel has the symbol Rb.,0,3640,elements
Germanium is a noble gas used as an inert atmosphere in welding and other applications.,0,3641,elements
Tellurium is used in catalytic converters and hydrogen storage.,0,3642,elements
Rhodium is in the Lanthanide group.,0,3643,elements
Aluminum has the atomic number of 36.,0,3644,elements
Thulium has the symbol Ne.,0,3645,elements
Chromium has the symbol Ru.,0,3646,elements
Cadmium is in the Lanthanide group.,0,3647,elements
Neon appears in its standard state as Solid.,0,3648,elements
Europium is in the Transition metal group.,0,3649,elements
Silicon is used in high-temperature alloys and catalytic converters.,0,3650,elements
Sulfur has the atomic number of 59.,0,3651,elements
Technetium is a noble gas used as an inert atmosphere in welding and other applications.,0,3652,elements
Cesium is a noble gas used in some lighting applications and window insulation.,0,3653,elements
Promethium appears in its standard state as Gas.,0,3654,elements
Lanthanum has the symbol Po.,0,3655,elements
Platinum has the symbol La.,0,3656,elements
Manganese is a rare earth metal used in high-performance alloys.,0,3657,elements
Tungsten appears in its standard state as Liquid.,0,3658,elements
Helium appears in its standard state as Solid.,0,3659,elements
"Krypton is a heavy, toxic metal used in batteries, radiation shielding, and some solders.",0,3660,elements
Protactinium is essential for bone formation and muscle function.,0,3661,elements
Tellurium has the atomic number of 39.,0,3662,elements
Silicon is in the Halogen group.,0,3663,elements
Boron is used in lasers and magnetic refrigeration.,0,3664,elements
Magnesium is in the Transition metal group.,0,3665,elements
Thorium is an essential trace element in living organisms and is used to strengthen steel.,0,3666,elements
Selenium is used in lasers and magnetic refrigeration.,0,3667,elements
Oxygen has the atomic number of 76.,0,3668,elements
Copper appears in its standard state as Gas.,0,3669,elements
Argon has the symbol Co.,0,3670,elements
Cobalt appears in its standard state as Gas.,0,3671,elements
Mercury is in the Actinide group.,0,3672,elements
Lead is a highly radioactive element used in some heaters for space probes.,0,3673,elements
Iridium appears in its standard state as Gas.,0,3674,elements
Lutetium appears in its standard state as Gas.,0,3675,elements
Potassium appears in its standard state as Gas.,0,3676,elements
Beryllium is used in the production of glass and ceramics.,0,3677,elements
Protactinium has the atomic number of 66.,0,3678,elements
Mercury appears in its standard state as Solid.,0,3679,elements
Magnesium appears in its standard state as Gas.,0,3680,elements
Osmium appears in its standard state as Gas.,0,3681,elements
Potassium has the atomic number of 34.,0,3682,elements
Tellurium is in the Alkali metal group.,0,3683,elements
Scandium is in the Noble gas group.,0,3684,elements
Astatine is a highly reactive alkali metal used in atomic clocks.,0,3685,elements
Radium has the symbol Sm.,0,3686,elements
Palladium appears in its standard state as Gas.,0,3687,elements
Lithium appears in its standard state as Liquid.,0,3688,elements
Zinc has the atomic number of 49.,0,3689,elements
Zirconium has the symbol Eu.,0,3690,elements
Iron has the symbol Tl.,0,3691,elements
Tantalum is in the Lanthanide group.,0,3692,elements
Tantalum has the atomic number of 79.,0,3693,elements
Strontium has the symbol Sn.,0,3694,elements
Yttrium has the symbol U.,0,3695,elements
Lanthanum is in the Alkali metal group.,0,3696,elements
Xenon has the symbol F.,0,3697,elements
Thorium is in the Transition metal group.,0,3698,elements
Tin has the symbol Be.,0,3699,elements
Holmium is in the Metalloid group.,0,3700,elements
Nitrogen has the atomic number of 31.,0,3701,elements
Titanium has the atomic number of 49.,0,3702,elements
Xenon is in the Nonmetal group.,0,3703,elements
Zinc appears in its standard state as Liquid.,0,3704,elements
Barium appears in its standard state as Gas.,0,3705,elements
Francium is in the Halogen group.,0,3706,elements
Strontium is used in neon signs and produces a distinct reddish-orange glow.,0,3707,elements
Terbium appears in its standard state as Gas.,0,3708,elements
Barium has the atomic number of 81.,0,3709,elements
Vanadium appears in its standard state as Gas.,0,3710,elements
Manganese appears in its standard state as Gas.,0,3711,elements
Cerium appears in its standard state as Gas.,0,3712,elements
Thallium appears in its standard state as Liquid.,0,3713,elements
Oxygen appears in its standard state as Solid.,0,3714,elements
Tantalum is used in green phosphors and lasers.,0,3715,elements
Protactinium appears in its standard state as Gas.,0,3716,elements
Lanthanum is used to galvanize steel and is an essential trace element in living organisms.,0,3717,elements
Molybdenum is in the Post-transition metal group.,0,3718,elements
Indium appears in its standard state as Gas.,0,3719,elements
Molybdenum is used in the production of sulfuric acid and rubber vulcanization.,0,3720,elements
Rubidium is used in phosphors for CRT displays and LEDs.,0,3721,elements
Tungsten is in the Actinide group.,0,3722,elements
"Iron is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells.",0,3723,elements
Actinium is used in magnets and lasers.,0,3724,elements
Gallium appears in its standard state as Liquid.,0,3725,elements
Iodine has the atomic number of 47.,0,3726,elements
Holmium appears in its standard state as Gas.,0,3727,elements
Gold has the atomic number of 89.,0,3728,elements
Radon is in the Lanthanide group.,0,3729,elements
Aluminum is in the Lanthanide group.,0,3730,elements
Phosphorus is used in catalytic converters and hydrogen storage.,0,3731,elements
Cobalt has the symbol Lu.,0,3732,elements
Ytterbium has the atomic number of 82.,0,3733,elements
Arsenic is in the Nonmetal group.,0,3734,elements
Europium is a semiconductor used in transistors and photovoltaic cells.,0,3735,elements
Gold is in the Lanthanide group.,0,3736,elements
Iridium has the symbol Fe.,0,3737,elements
Cerium forms more compounds than any other element.,0,3738,elements
Cerium is in the Noble gas group.,0,3739,elements
Lutetium has the atomic number of 37.,0,3740,elements
Thorium has the symbol Se.,0,3741,elements
Osmium has the atomic number of 82.,0,3742,elements
Dysprosium appears in its standard state as Gas.,0,3743,elements
Praseodymium has the atomic number of 36.,0,3744,elements
Barium is in the Lanthanide group.,0,3745,elements
Francium appears in its standard state as Gas.,0,3746,elements
Chlorine is essential for muscle and nerve function and is highly reactive with water.,0,3747,elements
Silver is used in catalytic converters and some electronic components.,0,3748,elements
Helium is used in catalytic converters and hydrogen storage.,0,3749,elements
Terbium is in the Alkali metal group.,0,3750,elements
Sulfur has the symbol Cs.,0,3751,elements
Ruthenium has the atomic number of 62.,0,3752,elements
Calcium has the symbol P.,0,3753,elements
Osmium is used in strong magnets and as a yellow pigment.,0,3754,elements
"Tin is used in fireworks to produce a bright red color and in certain types of glass, such as CRT displays.",0,3755,elements
Potassium is an excellent conductor of electricity and is used in wiring and pipes.,0,3756,elements
Cerium has the atomic number of 75.,0,3757,elements
Silicon appears in its standard state as Gas.,0,3758,elements
Argon is the lightest radioactive element and is used in medical imaging.,0,3759,elements
Manganese has the symbol Gd.,0,3760,elements
Neodymium has the symbol Ac.,0,3761,elements
Tin appears in its standard state as Liquid.,0,3762,elements
Zinc is an essential trace element in living organisms and is used to strengthen steel.,0,3763,elements
Cesium has the atomic number of 73.,0,3764,elements
Iodine is a noble gas used as an inert atmosphere in welding and other applications.,0,3765,elements
Sodium has the atomic number of 24.,0,3766,elements
Zirconium appears in its standard state as Gas.,0,3767,elements
Praseodymium has the symbol Sc.,0,3768,elements
Argon appears in its standard state as Solid.,0,3769,elements
Polonium has the atomic number of 25.,0,3770,elements
"Nickel is used in magnets, lasers, and neutron capture.",0,3771,elements
Antimony has the atomic number of 21.,0,3772,elements
Neodymium is in the Transition metal group.,0,3773,elements
Beryllium has the atomic number of 36.,0,3774,elements
Fluorine has the atomic number of 29.,0,3775,elements
Francium has the symbol Tl.,0,3776,elements
Palladium has the symbol Nd.,0,3777,elements
Radon is essential for bone formation and muscle function.,0,3778,elements
Indium is in the Lanthanide group.,0,3779,elements
